date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20150628,4.0,2.0,147.0,25.9,18.4,15.3,1.6,101950.0,0.0
20150629,4.0,13.0,318.0,32.5,19.6,13.3,0.0,102180.0,0.0
20150630,0.0,14.7,339.0,36.7,23.0,13.4,0.0,101860.0,0.0
20150701,5.0,10.4,284.0,26.2,28.7,20.7,0.0,101180.0,0.0
20150702,4.0,5.4,210.0,27.2,21.8,17.4,0.0,101870.0,0.0
20150703,4.0,11.7,300.0,27.2,20.1,13.0,9.4,102310.0,0.0
20150704,6.0,11.8,301.0,24.7,22.2,17.1,0.0,101780.0,0.0
20150705,4.0,5.1,204.0,23.7,19.3,13.8,0.0,101780.0,0.0
20150706,1.0,9.0,263.0,24.3,18.1,12.4,0.0,101840.0,0.0
20150707,3.0,6.4,225.0,21.5,19.7,15.1,0.2,100930.0,0.0
20150708,6.0,2.3,151.0,23.1,17.6,13.6,0.4,101170.0,0.0
20150709,1.0,13.7,323.0,26.7,17.0,10.9,0.0,102250.0,0.0
20150710,3.0,12.2,304.0,26.0,19.9,13.0,0.0,101960.0,0.0
20150711,4.0,11.8,298.0,22.6,20.2,14.4,0.8,101660.0,0.0
20150712,7.0,0.2,92.0,20.8,18.9,15.1,4.4,101690.0,0.0
20150713,7.0,0.0,78.0,22.9,18.6,16.3,1.0,101510.0,0.0
20150714,8.0,0.5,103.0,22.5,19.9,16.8,2.4,101710.0,0.0
20150715,7.0,1.1,121.0,25.3,19.8,17.1,0.0,101820.0,0.0
20150716,5.0,1.9,140.0,25.1,20.1,14.9,6.8,101570.0,0.0
20150717,4.0,5.1,200.0,23.6,20.0,14.9,0.0,101160.0,0.0
20150718,4.0,10.6,279.0,24.9,17.9,12.1,0.8,101630.0,0.0
20150719,5.0,10.4,275.0,24.7,19.4,13.9,0.2,101060.0,0.0
20150720,7.0,0.4,98.0,26.5,19.4,14.0,0.0,100990.0,0.0
20150721,2.0,10.5,275.0,23.0,19.9,13.2,0.0,101240.0,0.0
20150722,6.0,6.3,216.0,22.4,18.8,14.5,0.4,101500.0,0.0
20150723,5.0,4.7,190.0,16.5,16.9,11.4,0.0,101730.0,0.0
20150724,8.0,0.0,75.0,21.7,16.2,15.8,37.6,100970.0,0.0
20150725,5.0,9.4,258.0,19.1,16.6,11.4,1.6,101270.0,0.0
20150726,8.0,0.1,83.0,20.9,15.6,12.1,5.6,100540.0,0.0
20150727,8.0,1.2,118.0,20.8,16.8,12.6,0.0,100040.0,0.0
20150728,6.0,5.2,195.0,20.3,16.9,12.9,0.0,100600.0,0.0
20150729,6.0,4.1,176.0,20.3,15.0,9.7,0.2,101140.0,0.0
20150730,4.0,8.1,236.0,22.7,15.3,10.2,0.0,101830.0,0.0
20150731,2.0,10.1,261.0,21.5,15.7,8.7,0.0,101840.0,0.0
20150801,2.0,7.4,224.0,26.2,15.5,9.4,0.0,101660.0,0.0
20150802,3.0,11.9,282.0,25.1,19.2,12.2,0.0,101650.0,0.0
20150803,5.0,2.3,139.0,22.4,20.4,15.6,0.0,101070.0,0.0
20150804,5.0,6.4,207.0,22.0,17.9,13.4,0.0,101310.0,0.0
20150805,8.0,0.9,106.0,23.9,18.4,14.8,4.2,101340.0,0.0
20150806,5.0,6.2,202.0,24.8,18.8,13.7,0.0,101280.0,0.0
20150807,5.0,9.8,250.0,26.6,18.7,12.5,0.0,101790.0,0.0
20150808,2.0,9.5,245.0,26.6,20.6,14.5,0.0,102270.0,0.0
20150809,2.0,11.7,271.0,22.7,19.6,12.5,0.0,102030.0,0.0
20150810,7.0,0.9,103.0,21.3,19.9,17.0,0.0,101730.0,0.0
20150811,8.0,1.6,119.0,23.4,17.6,13.9,1.8,102020.0,0.0
20150812,6.0,3.2,149.0,20.3,19.2,15.0,0.0,102290.0,0.0
20150813,8.0,0.0,67.0,21.3,18.2,16.1,7.4,101440.0,0.0
20150814,8.0,0.4,86.0,20.7,19.4,17.4,1.4,100600.0,0.0
20150815,7.0,5.3,180.0,20.8,17.5,14.2,0.0,101240.0,0.0
20150816,7.0,3.4,149.0,22.1,16.1,11.3,0.0,101710.0,0.0
20150817,6.0,6.5,195.0,19.5,17.7,13.3,0.0,101750.0,0.0
20150818,8.0,0.0,64.0,20.9,16.8,14.1,0.2,101470.0,0.0
20150819,7.0,2.5,131.0,21.1,17.2,13.4,6.6,101720.0,0.0
20150820,8.0,0.4,82.0,26.5,18.1,15.1,0.0,101950.0,0.0
20150821,5.0,8.0,210.0,30.7,22.2,17.9,0.0,101960.0,0.0
20150822,3.0,9.0,221.0,21.5,22.9,15.0,0.0,101370.0,0.0
20150823,3.0,3.7,148.0,17.0,19.7,17.8,5.4,100250.0,0.0
20150824,8.0,0.0,61.0,19.0,14.8,12.5,11.4,99960.0,0.0
20150825,6.0,3.5,142.0,19.9,15.1,11.2,5.6,100790.0,0.0
20150826,6.0,3.4,140.0,19.6,17.0,14.1,51.6,100420.0,0.0
20150827,6.0,2.9,131.0,21.1,16.6,13.5,0.0,100720.0,0.0
20150828,3.0,8.8,210.0,22.3,16.0,10.9,0.0,101630.0,0.0
20150829,7.0,3.5,138.0,20.8,18.2,14.1,3.2,101980.0,0.0
20150830,8.0,1.0,91.0,16.0,18.2,15.6,14.0,101740.0,0.0
20150831,8.0,0.0,57.0,19.2,15.2,14.3,4.0,101380.0,0.0
20150901,7.0,3.1,124.0,19.0,16.3,13.4,0.2,101780.0,0.0
20150902,5.0,5.5,156.0,16.4,14.3,9.5,0.0,101780.0,0.0
20150903,7.0,1.5,95.0,16.6,13.0,9.6,0.0,101620.0,0.0
20150904,7.0,1.5,95.0,16.3,13.7,10.7,0.6,101780.0,0.0
20150905,5.0,0.8,80.0,19.9,12.6,8.9,0.0,102190.0,0.0
20150906,1.0,11.6,216.0,19.3,12.8,5.7,0.0,102850.0,0.0
20150907,1.0,9.8,197.0,16.5,13.9,8.4,0.0,103060.0,0.0
20150908,7.0,1.4,89.0,19.7,13.3,10.1,0.0,102810.0,0.0
20150909,6.0,2.1,100.0,21.2,16.2,12.7,0.4,102280.0,0.0
20150910,0.0,11.9,212.0,22.3,16.5,11.8,0.0,102050.0,0.0
20150911,3.0,10.0,192.0,21.5,17.1,11.8,0.4,101450.0,0.0
20150912,6.0,4.9,135.0,20.0,18.3,15.0,0.0,100770.0,0.0
20150913,7.0,2.3,99.0,19.8,15.0,10.0,10.2,100570.0,0.0
20150914,6.0,3.1,110.0,19.9,15.8,11.8,1.0,99460.0,0.0
20150915,6.0,1.1,78.0,16.0,15.1,10.3,0.4,99580.0,0.0
20150916,8.0,0.1,53.0,18.5,13.3,10.5,19.0,98870.0,0.0
20150917,5.0,7.3,155.0,19.5,13.8,9.1,0.0,99980.0,0.0
20150918,5.0,2.4,96.0,19.6,15.6,11.7,9.6,101120.0,0.0
20150919,3.0,8.1,160.0,20.2,15.2,10.7,0.0,102480.0,0.0
20150920,2.0,7.5,152.0,14.8,14.7,9.1,0.0,102480.0,0.0
20150921,7.0,0.3,56.0,15.3,13.9,12.9,5.8,101190.0,0.0
20150922,6.0,0.7,64.0,17.4,12.0,8.6,0.2,100230.0,0.0
20150923,4.0,6.2,134.0,18.7,12.7,7.9,2.0,101180.0,0.0
20150924,6.0,5.3,124.0,17.9,15.7,12.6,0.0,101430.0,
20150925,2.0,7.3,142.0,18.0,13.2,8.5,0.2,102290.0,0.0
20150926,3.0,8.4,151.0,19.3,12.4,6.7,0.0,102880.0,0.0
20150927,2.0,8.5,150.0,18.4,13.6,7.8,0.0,103370.0,0.0
20150928,1.0,10.0,161.0,19.1,13.7,9.0,0.0,103640.0,0.0
20150929,1.0,8.9,150.0,18.7,14.8,10.4,0.0,103480.0,0.0
20150930,0.0,10.7,163.0,18.8,14.2,9.7,0.0,103280.0,0.0
20151001,1.0,10.6,160.0,19.0,14.1,9.3,0.0,103100.0,0.0
20151002,0.0,10.5,158.0,16.7,13.8,8.6,0.0,102450.0,0.0
20151003,4.0,2.9,86.0,18.2,12.5,8.3,0.0,101550.0,0.0
20151004,3.0,8.1,135.0,17.4,12.7,7.1,0.4,101380.0,0.0
20151005,8.0,0.0,36.0,19.4,14.3,11.1,11.0,100440.0,0.0
20151006,7.0,2.3,76.0,16.0,17.1,14.7,5.4,99690.0,0.0
20151007,8.0,0.2,42.0,17.2,15.0,13.9,0.0,100890.0,0.0
20151008,5.0,6.0,110.0,17.6,11.7,6.2,0.2,102120.0,0.0
20151009,2.0,6.3,111.0,16.2,12.1,6.6,0.0,102280.0,0.0
20151010,6.0,0.1,38.0,15.8,12.1,8.0,0.0,102000.0,0.0
20151011,8.0,5.4,101.0,14.3,12.7,9.5,0.0,101740.0,0.0
20151012,5.0,5.4,99.0,13.1,11.1,7.8,0.0,101960.0,0.0
20151013,6.0,3.2,78.0,13.6,10.4,7.6,0.0,102340.0,0.0
20151014,4.0,5.3,96.0,13.2,9.6,5.6,0.6,102320.0,0.0
20151015,7.0,1.7,60.0,13.9,11.2,9.1,0.0,102140.0,0.0
20151016,8.0,0.1,34.0,12.8,12.2,10.5,0.0,102170.0,0.0
20151017,8.0,0.0,30.0,15.7,11.7,10.5,0.0,102040.0,0.0
20151018,7.0,2.5,66.0,14.3,13.3,10.9,0.4,102100.0,0.0
20151019,7.0,0.0,29.0,16.0,12.8,11.3,0.2,102480.0,0.0
20151020,4.0,3.4,72.0,15.1,12.0,8.0,3.8,102660.0,0.0
20151021,8.0,0.0,28.0,14.3,11.8,8.5,1.6,101790.0,0.0
20151022,8.0,0.0,27.0,13.7,12.5,10.6,0.2,101720.0,0.0
20151023,8.0,0.0,27.0,13.9,12.0,10.3,0.0,102090.0,0.0
20151024,7.0,0.0,26.0,12.0,12.7,11.4,3.4,101520.0,0.0
20151025,1.0,5.5,83.0,17.1,8.0,4.0,0.0,102470.0,0.0
20151026,5.0,5.5,82.0,18.8,11.2,5.3,0.0,101480.0,0.0
20151027,7.0,2.4,56.0,16.4,14.9,10.9,4.8,100930.0,0.0
20151028,5.0,1.7,49.0,15.5,13.9,11.4,0.2,100750.0,0.0
20151029,7.0,0.1,27.0,16.3,12.1,8.7,7.0,101210.0,0.0
20151030,8.0,0.0,24.0,18.3,13.9,11.4,0.4,101790.0,0.0
20151031,4.0,5.0,73.0,13.0,14.1,9.9,0.2,102230.0,0.0
20151101,8.0,2.5,53.0,13.5,9.7,6.3,0.2,102850.0,
20151102,4.0,1.9,47.0,13.3,10.7,7.9,0.0,102410.0,0.0
20151103,7.0,0.0,22.0,15.1,11.2,9.1,3.0,101570.0,0.0
20151104,8.0,0.0,22.0,15.7,13.0,10.8,0.6,101370.0,0.0
20151105,8.0,0.0,21.0,17.5,13.8,11.8,2.4,101260.0,0.0
20151106,7.0,0.0,21.0,17.1,15.6,13.6,3.2,101470.0,0.0
20151107,6.0,0.1,24.0,16.3,15.4,13.7,7.6,101830.0,0.0
20151108,7.0,0.0,20.0,15.5,11.8,7.3,0.4,102040.0,0.0
20151109,5.0,0.2,25.0,16.5,12.4,9.3,0.0,102090.0,0.0
20151110,8.0,0.0,19.0,15.4,14.2,11.8,0.0,102180.0,0.0
20151111,8.0,0.0,19.0,16.3,14.5,13.6,0.0,102130.0,0.0
20151112,5.0,2.1,42.0,12.0,13.4,10.5,0.6,102040.0,0.0
20151113,3.0,2.9,47.0,15.2,10.4,8.8,1.2,102080.0,0.0
20151114,6.0,0.0,18.0,16.4,11.1,6.9,6.8,102170.0,0.0
20151115,8.0,0.0,18.0,14.1,12.6,8.7,0.0,101250.0,0.0
20151116,7.0,1.2,33.0,16.3,13.2,12.2,2.8,100940.0,0.0
20151117,8.0,0.0,17.0,15.5,13.9,11.5,3.6,100380.0,0.0
20151118,5.0,2.8,43.0,12.1,13.1,10.7,1.0,101090.0,0.0
20151119,8.0,0.0,17.0,9.8,11.2,10.2,2.2,101310.0,0.0
20151120,6.0,1.9,36.0,6.2,8.8,7.8,1.8,100850.0,0.0
20151121,5.0,3.6,46.0,6.7,4.0,1.7,0.2,100720.0,0.0
20151122,4.0,3.8,47.0,10.0,2.7,-1.4,0.0,101560.0,0.0
20151123,6.0,2.5,39.0,9.8,4.6,-0.8,4.4,102370.0,0.0
20151124,7.0,0.0,16.0,10.4,5.6,1.4,0.6,101220.0,0.0
20151125,6.0,0.2,19.0,11.4,7.9,5.4,0.0,101220.0,0.0
20151126,7.0,0.5,22.0,14.1,9.5,7.6,0.0,101870.0,0.0
20151127,8.0,0.1,17.0,10.9,10.7,7.3,1.2,101120.0,0.0
20151128,4.0,1.4,29.0,13.3,6.7,2.5,0.6,101130.0,0.0
20151129,7.0,0.0,15.0,13.4,8.8,4.2,2.2,100870.0,0.0
20151130,8.0,0.0,14.0,14.3,10.8,8.2,1.6,101560.0,0.0
20151201,8.0,0.5,20.0,13.5,11.8,9.3,0.0,102240.0,0.0
20151202,7.0,1.1,24.0,13.7,12.7,11.8,0.0,102270.0,0.0
20151203,8.0,0.0,13.0,13.0,12.8,11.8,2.4,101920.0,0.0
20151204,5.0,4.5,43.0,13.9,9.3,5.6,0.0,102490.0,0.0
20151205,8.0,0.0,13.0,14.4,10.4,6.8,0.0,101920.0,0.0
20151206,8.0,0.2,16.0,14.4,13.1,11.8,0.2,101680.0,0.0
20151207,4.0,0.8,21.0,13.6,13.4,12.3,2.0,102370.0,0.0
20151208,4.0,1.9,28.0,12.2,12.2,10.8,0.6,102190.0,0.0
20151209,2.0,5.5,45.0,12.7,8.1,4.0,0.0,103260.0,0.0
20151210,8.0,0.1,14.0,11.2,9.4,6.1,4.4,102470.0,0.0
20151211,7.0,0.0,12.0,13.6,10.0,8.7,0.2,102180.0,0.0
20151212,8.0,0.0,12.0,10.4,9.3,4.9,1.8,101850.0,0.0
20151213,7.0,0.0,12.0,10.9,8.3,6.1,0.0,101830.0,0.0
20151214,8.0,0.0,12.0,13.5,8.2,5.4,0.4,101620.0,0.0
20151215,8.0,0.0,12.0,15.2,10.7,7.8,5.0,101630.0,0.0
20151216,8.0,0.9,21.0,15.5,13.1,10.9,0.0,101800.0,0.0
20151217,5.0,0.0,12.0,15.6,13.6,11.7,0.0,101650.0,0.0
20151218,7.0,0.6,19.0,16.4,13.3,11.0,0.0,101820.0,0.0
20151219,7.0,1.0,22.0,13.1,14.3,12.1,0.0,101220.0,0.0
20151220,6.0,0.0,12.0,14.6,12.6,12.0,1.4,101050.0,0.0
20151221,5.0,0.5,18.0,15.0,10.6,6.5,2.0,101460.0,0.0
20151222,8.0,0.0,12.0,12.5,11.5,8.0,4.4,101300.0,0.0
20151223,3.0,4.8,41.0,13.3,10.5,8.4,0.0,101850.0,0.0
20151224,5.0,1.3,24.0,14.7,11.0,8.6,2.0,101320.0,0.0
20151225,7.0,0.0,12.0,15.2,10.0,5.2,1.8,101970.0,0.0
20151226,8.0,0.0,12.0,14.8,12.1,8.9,0.2,101820.0,0.0
20151227,8.0,0.0,12.0,13.4,14.0,13.2,0.0,102010.0,0.0
20151228,2.0,3.3,35.0,13.5,10.9,8.3,1.2,101690.0,0.0
20151229,5.0,3.3,35.0,13.9,11.5,9.4,0.2,101780.0,0.0
20151230,8.0,0.0,12.0,11.5,11.7,9.5,7.0,101070.0,0.0
20151231,3.0,4.7,42.0,9.9,9.5,7.5,2.2,101190.0,0.0
20160101,6.0,0.0,13.0,11.3,5.6,1.3,2.8,101690.0,0.0
20160102,8.0,0.0,13.0,9.7,6.8,2.2,5.6,99810.0,0.0
20160103,6.0,0.0,13.0,10.9,7.3,4.9,7.2,99180.0,0.0
20160104,4.0,3.2,36.0,10.1,8.3,5.7,0.4,98280.0,0.0
20160105,6.0,2.1,30.0,9.2,7.6,5.1,0.4,98470.0,0.0
20160106,7.0,0.0,13.0,10.8,7.0,4.8,8.6,99420.0,0.0
20160107,5.0,1.7,28.0,9.5,7.8,4.9,1.4,98890.0,0.0
20160108,4.0,2.1,31.0,10.9,5.0,0.5,0.8,99930.0,0.0
20160109,7.0,0.0,14.0,9.1,8.2,5.6,11.0,99040.0,0.0
20160110,4.0,2.9,36.0,7.2,7.2,5.2,12.4,98500.0,0.0
20160111,7.0,0.3,18.0,7.4,6.0,4.8,0.2,98290.0,0.0
20160112,4.0,1.3,27.0,7.1,5.2,3.0,0.6,99770.0,0.0
20160113,6.0,2.1,32.0,5.5,4.6,2.0,3.0,101310.0,0.0
20160114,4.0,1.1,26.0,5.9,3.8,2.0,0.2,100710.0,0.0
20160115,2.0,5.5,52.0,5.2,3.4,0.9,0.0,102020.0,0.0
20160116,3.0,4.7,48.0,4.5,1.8,-1.6,3.6,102880.0,0.0
20160117,8.0,0.0,15.0,5.4,1.7,-1.1,0.2,102550.0,0.0
20160118,6.0,0.0,15.0,5.3,3.2,0.9,0.0,101500.0,0.0
20160119,3.0,5.5,54.0,7.0,1.3,-2.7,0.0,101710.0,0.0
20160120,0.0,6.7,61.0,8.0,1.2,-4.5,0.0,102050.0,0.0
20160121,5.0,1.7,33.0,11.2,2.6,-2.9,0.6,102130.0,0.0
20160122,5.0,0.3,21.0,12.2,6.8,2.3,2.0,101760.0,0.0
20160123,5.0,0.2,20.0,15.3,8.2,4.2,1.0,102880.0,0.0
20160124,8.0,1.4,32.0,13.5,10.6,5.9,0.0,102630.0,0.0
20160125,3.0,2.4,40.0,12.8,11.6,9.6,0.0,102050.0,0.0
20160126,6.0,0.0,17.0,13.3,9.0,5.3,3.8,101650.0,0.0
20160127,8.0,0.0,18.0,11.5,11.3,9.3,2.2,100900.0,0.0
20160128,3.0,6.0,64.0,12.2,6.8,2.0,0.0,102310.0,0.0
20160129,8.0,0.0,18.0,8.1,7.6,3.1,5.6,101740.0,0.0
20160130,6.0,3.5,51.0,13.4,7.7,7.3,0.4,101000.0,0.0
20160131,8.0,0.1,22.0,14.3,8.6,3.9,0.8,100930.0,0.0
20160201,7.0,0.1,22.0,10.1,10.2,6.2,0.0,101500.0,0.0
20160202,4.0,5.3,65.0,9.7,9.0,8.0,0.2,101530.0,0.0
20160203,4.0,1.3,37.0,14.2,5.9,2.1,0.0,102210.0,0.0
20160204,6.0,1.1,35.0,11.5,8.8,3.3,0.2,102510.0,0.0
20160205,8.0,0.0,21.0,12.6,10.2,8.9,1.0,101840.0,0.0
20160206,8.0,0.0,21.0,10.5,10.9,9.2,6.8,99800.0,0.0
20160207,5.0,4.3,63.0,9.6,7.7,4.9,14.4,99200.0,0.0
20160208,7.0,1.3,40.0,8.2,7.8,6.1,1.8,98700.0,0.0
20160209,5.0,3.1,56.0,8.8,5.2,2.3,1.0,98870.0,0.0
20160210,5.0,0.9,37.0,9.0,6.1,3.4,0.0,99690.0,0.0
20160211,3.0,7.5,88.0,7.0,4.0,-1.1,0.2,100390.0,0.0
20160212,6.0,1.1,40.0,5.1,3.7,0.4,0.2,99580.0,0.0
20160213,7.0,0.0,24.0,6.6,3.7,2.3,3.8,98720.0,0.0
20160214,5.0,3.5,64.0,6.9,4.1,1.6,0.0,99700.0,0.0
20160215,2.0,6.7,88.0,7.8,3.5,0.1,0.0,102490.0,0.0
20160216,1.0,8.3,100.0,6.6,2.2,-3.3,0.0,103380.0,0.0
20160217,6.0,0.0,26.0,8.4,3.6,0.5,9.0,101700.0,0.0
20160218,4.0,5.5,83.0,10.5,5.8,3.3,0.2,101420.0,0.0
20160219,4.0,5.7,86.0,12.6,4.6,-1.3,0.2,101580.0,0.0
20160220,7.0,0.2,33.0,14.8,7.8,3.0,2.2,100930.0,0.0
20160221,8.0,0.2,33.0,9.8,12.4,10.0,2.0,101020.0,0.0
20160222,8.0,0.8,43.0,9.1,9.0,8.3,0.2,100930.0,0.0
20160223,4.0,5.7,91.0,8.3,5.6,2.1,0.0,101710.0,0.0
20160224,2.0,7.2,104.0,7.0,3.3,-1.7,0.0,101820.0,0.0
20160225,4.0,4.1,80.0,8.7,2.6,-1.8,0.0,101680.0,0.0
20160226,7.0,3.1,72.0,6.1,4.4,0.2,0.0,101030.0,0.0
20160227,7.0,0.8,47.0,8.3,4.5,2.9,0.0,101080.0,0.0
20160228,6.0,1.8,60.0,9.3,5.4,2.6,0.0,102110.0,0.0
20160229,3.0,7.2,111.0,13.1,4.9,0.5,0.4,102650.0,0.0
20160301,8.0,0.3,44.0,7.6,8.7,4.3,6.4,101140.0,0.0
20160302,6.0,2.4,76.0,9.2,5.6,3.6,3.8,99950.0,0.0
20160303,6.0,6.9,124.0,8.2,6.2,3.1,2.2,100330.0,0.0
20160304,3.0,8.3,138.0,6.7,4.8,1.4,0.0,99160.0,0.0
20160305,4.0,0.1,42.0,6.4,2.9,-0.9,0.6,100010.0,0.0
20160306,5.0,2.5,82.0,7.9,3.5,0.6,0.0,100580.0,0.0
20160307,5.0,6.7,129.0,9.4,4.0,0.1,0.0,100970.0,0.0
20160308,6.0,0.1,44.0,11.0,3.9,-1.6,12.6,101330.0,0.0
20160309,8.0,0.7,58.0,9.4,6.4,1.7,8.6,99650.0,0.0
20160310,7.0,0.1,45.0,11.4,7.4,5.3,0.2,101920.0,0.0
20160311,1.0,6.9,137.0,11.1,5.6,-0.3,0.0,102830.0,0.0
20160312,5.0,4.7,115.0,11.4,6.2,1.2,0.0,103090.0,0.0
20160313,3.0,7.3,144.0,11.7,7.2,3.0,0.0,103450.0,0.0
20160314,4.0,8.6,159.0,9.0,7.6,3.6,0.0,103280.0,0.0
20160315,5.0,1.1,70.0,10.2,5.5,2.0,0.0,103030.0,0.0
20160316,7.0,4.1,114.0,11.9,8.4,6.5,0.0,102960.0,0.0
20160317,0.0,10.2,180.0,7.6,6.8,1.8,0.0,103010.0,0.0
20160318,7.0,0.0,46.0,9.0,4.6,1.5,0.0,102700.0,0.0
20160319,8.0,0.0,46.0,10.9,6.7,4.4,0.0,102640.0,0.0
20160320,7.0,1.4,80.0,12.2,8.0,5.0,0.0,102510.0,0.0
20160321,7.0,0.8,70.0,13.9,9.0,5.7,0.0,102320.0,0.0
20160322,2.0,9.6,183.0,10.4,7.6,1.2,0.0,101810.0,0.0
20160323,8.0,0.0,49.0,11.4,8.3,6.2,0.0,101680.0,0.0
20160324,8.0,0.0,49.0,15.1,8.2,5.0,8.0,101330.0,0.0
20160325,4.0,9.6,189.0,13.9,11.2,7.4,0.0,101350.0,0.0
20160326,7.0,0.0,51.0,11.2,9.8,5.8,4.6,100450.0,0.0
20160327,6.0,4.7,136.0,12.9,8.4,5.5,19.2,99940.0,0.0
20160328,7.0,5.1,142.0,12.7,8.3,3.7,1.4,98850.0,0.0
20160329,4.0,5.7,151.0,12.9,8.6,4.4,5.2,100270.0,0.0
20160330,4.0,8.8,189.0,12.8,8.8,4.6,0.0,100820.0,0.0
20160331,4.0,6.6,165.0,13.1,8.6,4.5,0.0,101560.0,0.0
20160401,3.0,7.1,173.0,14.5,7.0,0.9,0.0,101910.0,0.0
20160402,6.0,7.6,180.0,15.5,11.2,8.0,3.2,101210.0,0.0
20160403,6.0,5.0,149.0,13.2,11.4,7.3,0.6,100520.0,0.0
20160404,7.0,3.2,125.0,15.5,11.0,8.8,0.2,100230.0,0.0
20160405,4.0,8.9,200.0,12.8,11.2,7.0,0.4,100740.0,0.0
20160406,4.0,4.7,149.0,11.9,9.1,5.4,0.6,100750.0,0.0
20160407,6.0,1.5,99.0,14.1,8.1,4.3,6.6,100930.0,0.0
20160408,6.0,2.9,124.0,11.6,9.0,4.0,1.8,101120.0,0.0
20160409,6.0,2.4,117.0,13.3,9.0,6.3,0.0,100340.0,0.0
20160410,3.0,9.4,214.0,14.3,7.0,0.7,1.2,100730.0,0.0
20160411,7.0,1.0,92.0,17.4,11.6,8.8,3.0,100580.0,0.0
20160412,5.0,7.6,195.0,18.6,12.2,7.1,0.0,100670.0,0.0
20160413,3.0,7.9,201.0,16.9,11.2,3.8,0.4,100830.0,0.0
20160414,6.0,5.3,167.0,13.4,12.4,7.8,2.8,100910.0,0.0
20160415,8.0,0.5,82.0,9.5,11.1,8.8,16.4,100070.0,0.0
20160416,6.0,1.4,104.0,12.0,7.1,4.7,0.2,100460.0,0.0
20160417,2.0,9.4,225.0,13.0,6.2,0.3,0.0,101600.0,0.0
20160418,6.0,3.7,147.0,15.9,8.0,3.0,0.0,102230.0,0.0
20160419,4.0,8.4,215.0,14.8,12.4,8.8,0.0,102810.0,0.0
20160420,0.0,13.0,272.0,17.0,9.6,4.5,0.0,102960.0,0.0
20160421,6.0,4.3,160.0,11.3,11.4,5.9,0.0,102380.0,0.0
20160422,8.0,0.0,67.0,11.2,9.7,8.1,5.8,102140.0,0.0
20160423,5.0,7.4,207.0,10.3,7.5,3.8,0.2,102070.0,0.0
20160424,7.0,2.9,140.0,12.1,6.7,3.1,0.0,102010.0,0.0
20160425,8.0,1.5,113.0,10.6,8.8,5.5,0.8,101070.0,0.0
20160426,4.0,8.3,223.0,11.7,6.6,2.6,0.2,100840.0,0.0
20160427,4.0,8.7,229.0,12.6,6.5,1.3,0.0,101230.0,0.0
20160428,4.0,8.2,224.0,12.2,6.4,0.1,1.4,101300.0,0.0
20160429,4.0,7.7,218.0,14.3,8.4,4.7,1.2,101090.0,0.0
20160430,2.0,10.1,251.0,16.5,7.8,1.4,0.2,102160.0,0.0
20160501,3.0,11.1,265.0,18.4,9.2,2.0,0.0,102750.0,0.0
20160502,7.0,1.7,123.0,15.7,14.2,9.9,0.4,102080.0,0.0
20160503,3.0,8.5,234.0,17.4,10.0,4.2,0.0,102560.0,0.0
20160504,0.0,13.7,301.0,20.7,10.6,3.9,0.0,102630.0,0.0
20160505,1.0,13.1,295.0,23.5,13.3,5.9,0.0,101990.0,0.0
20160506,2.0,10.4,262.0,23.9,15.8,8.2,0.0,101070.0,0.0
20160507,6.0,6.3,206.0,26.8,18.4,12.8,0.0,100670.0,0.0
20160508,1.0,13.3,301.0,24.9,20.0,13.3,0.0,100700.0,0.0
20160509,5.0,4.7,183.0,17.2,19.7,14.5,3.6,100800.0,0.0
20160510,8.0,0.0,75.0,18.9,16.2,15.2,27.0,100610.0,0.0
20160511,7.0,1.6,126.0,24.3,16.8,14.7,5.2,100330.0,0.0
20160512,3.0,11.6,284.0,17.7,18.1,11.9,0.0,100240.0,0.0
20160513,6.0,7.7,232.0,14.6,14.4,11.2,0.0,101050.0,0.0
20160514,5.0,7.2,225.0,17.4,11.1,7.6,0.0,102010.0,0.0
20160515,4.0,8.3,242.0,18.1,11.3,5.2,0.0,102220.0,0.0
20160516,2.0,11.5,286.0,17.8,13.4,8.6,0.0,102080.0,0.0
20160517,5.0,4.5,185.0,14.2,12.8,7.9,0.0,101620.0,0.0
20160518,8.0,0.0,78.0,19.0,12.8,11.3,7.4,100500.0,0.0
20160519,8.0,1.3,123.0,19.2,14.4,9.9,0.0,101140.0,0.0
20160520,7.0,2.9,158.0,18.3,16.2,13.1,0.0,101420.0,0.0
20160521,8.0,0.3,95.0,18.8,15.4,12.6,0.2,100880.0,0.0
20160522,6.0,5.4,203.0,19.7,14.9,11.0,3.2,100790.0,0.0
20160523,4.0,8.9,256.0,17.2,14.6,9.5,1.0,101770.0,0.0
20160524,2.0,9.7,268.0,14.7,12.4,7.5,0.0,102130.0,0.0
20160525,8.0,0.0,81.0,21.2,11.8,9.0,0.0,101780.0,0.0
20160526,4.0,10.5,280.0,22.2,14.4,7.7,0.0,101610.0,0.0
20160527,5.0,7.3,235.0,21.0,16.6,11.0,0.0,101670.0,0.0
20160528,3.0,6.6,225.0,19.2,15.6,10.3,0.0,101520.0,0.0
20160529,5.0,4.6,192.0,18.0,14.2,9.3,0.0,101360.0,0.0
20160530,8.0,0.0,82.0,12.9,14.6,11.3,0.2,101580.0,0.0
20160531,8.0,0.0,82.0,13.8,12.2,11.5,12.2,101650.0,0.0
20160601,8.0,0.0,79.0,13.7,12.6,11.3,0.0,102140.0,0.0
